SR_NUM	INSPECT_ID	STREET	ADDRESS_2	APT_FLOOR	CITY	STATE	ZIP	CENSUS_TRACT	REQUEST_TYPE	PROPERTY_TYPE	NUM_UNITS	EMERGENCY_TYPE	INSPECTOR_ID
HCE-20131003-6604	120294	804  LORENZ AVENUE 		APT #1	PITTSBURGH	PA	15220	32024	Complaint Housing	MULTI FAMILY	2	SEWAGE	83
HCE-20130901-6283	120295	1019  VALONIA STREET 			PITTSBURGH	PA	15220	32020	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	83
HCE-20130523-4099	120296	1639  MONROEVILLE AVENUE 			TURTLE CREEK	PA	15145	55094	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20130827-6230	120297	2404  CHARCOT STREET 		1ST FLR	PITTSBURGH	PA	15210	31603	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	11
HCE-20130904-6238	120298	141  CAMP AVENUE 		REAR	BRADDOCK	PA	15104	55138	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20130917-6454	120299	2574  BRACKENRIDGE STREET 			PITTSBURGH	PA	15219	30510	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	4
HCE-20130417-3313	120300	26A  MERRITT AVENUE 			PITTSBURGH	PA	15227	32904	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130916-6418	120301	216  DINWIDDIE STREET 		#2	PITTSBURGH	PA	15219	30314	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	4
HCE-20130805-5217	120303	750  ADELAIDE STREET 			PITTSBURGH	PA	15219	30506	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	4
HCE-20131016-6698	120304	1310  ARCH STREET 		APT 202	PITTSBURGH	PA	15212	32206	Complaint Housing	MULTI FAMILY	1	SEWAGE	4
HCE-20130724-5022	120306	2620  FOREST STREET 			MC KEESPORT	PA	15132	55512	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	4
HCE-20130718-4973	120307	710 E THIRTEENTH AVENUE 			MUNHALL	PA	15120	54843	West Nile	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20130815-5450	120308	3  MT ROYAL COURT 			SHALER TOWNSHIP	PA	15223	54264	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	83
HCE-20131024-6800	120309	605 E FOURTEENTH AVENUE 		2ND FL	MUNHALL	PA	15120	54843	Complaint Housing	SINGLE FAMILY	1	NO HEAT	11
HCE-20130808-5330	120311	6831  ALCOMA DRIVE 			PENN HILLS	PA	15235	55658	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	19
HCE-20131022-6762	120314	530  FIELDSTONE DRIVE 			MONROEVILLE	PA	15146	55711	Complaint Housing	SINGLE FAMILY	1	NO HEAT	5
HCE-20130624-4528	120316	8983  RINGEISEN ROAD 			MC CANDLESS	PA	15101	54135	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	3
HCE-20131024-6796	120318	224  SEWARD STREET 			PITTSBURGH	PA	15211	31911	Complaint Housing	SINGLE FAMILY	1	NO HEAT	41
HCE-20131022-6805	120319	732  IDLEWOOD AVENUE 		APT 4	PITTSBURGH	PA	15106	32805	Complaint Housing	MULTI FAMILY	2	NO HEAT	41
HCE-20131030-6863	120320	1248  HOLLYWOOD STREET 			PITTSBURGH	PA	15205	32815	West Nile	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130624-4531	120324	319  OHIOPYLE DRIVE 			PLUM	PA	15239	55268	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20130705-4799	120326	326  45TH STREET 			PITTSBURGH	PA	15201	30902	Community Environment	MULTI FAMILY	2	NON EMERGENCY	3
HCE-20130823-5489	120327	304  LAREDO STREET 			PORT VUE	PA	15133	55003	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130426-3412	120848	1829  DEVONSHIRE ROAD 			CORAOPOLIS	PA	15108	54507	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130619-4458	120849	3501  BLVD OF ALLIES BOULEVARD 			PITTSBURGH	PA	15213	30409	Community Environment	MULTI FAMILY	3	NON EMERGENCY	18
HCE-20130701-4712	120850	3313  JULIET STREET 			PITTSBURGH	PA	15213	30409	Community Environment	MULTI FAMILY	3	NON EMERGENCY	18
HCE-20130619-4453	120852	101  SPRUCE DRIVE 			SHALER TOWNSHIP	PA	15116	54267	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	83
HCE-20130701-4715	120853	3324  DAWSON STREET 			PITTSBURGH	PA	15213	30407	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130610-4314	120856	424  EUREKA STREET 			PITTSBURGH	PA	15211	31807	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20130628-4750	120857	711  CRYSLER STREET 			PITTSBURGH	PA	15226	31917	West Nile	SINGLE FAMILY	1	NON EMERGENCY	86
HCE-20130708-4813	120858	240  NOBLES LANE 			PITTSBURGH	PA	15210		Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130405-3195	120859	326  HAYS AVENUE 		APT. 203	MOUNT OLIVER	PA	15210	54810	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130628-4667	120860	2391  ALMONT STREET 			PITTSBURGH	PA	15210	32904	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130610-4309	120861	422  EUREKA STREET 			PITTSBURGH	PA	15211	31807	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20130620-4459	120865	843  LINDENWOOD DRIVE 			CASTLE SHANNON	PA	15234	54761	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	46
HCE-20130620-4567	120866	26 - 30  MERRITT AVENUE 			PITTSBURGH	PA	15227	32904	Community Environment	MULTI FAMILY	19	NON EMERGENCY	18
HCE-20130614-4422	120867	323  OVERBROOK BOULEVARD 			PITTSBURGH	PA	15210	32904	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130529-4128	120868	121  FREDERICK STREET 			MOUNT OLIVER	PA	15210	54810	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130619-4501	120869	2623  BROWNSVILLE ROAD 		2ND FLR	PITTSBURGH	PA	15227	32904	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130123-2616	120872	3207  FARONIA STREET 		APT #4	PITTSBURGH	PA	15204	32022	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	83
HCE-20130610-4351	120873	7416  FELICIA WAY 			PITTSBURGH	PA	15208	31303	Community Environment	VACANT PROPERTY	1	NON EMERGENCY	88
HCE-20130429-3428	120875	1217  WOODS RUN AVENUE 			PITTSBURGH	PA	15212	32706	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20130516-3598	120880	6106  WALNUT STREET 			PITTSBURGH	PA	15206	30706	Community Environment	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130618-4435	120881	5606  FAIR OAKS STREET 			PITTSBURGH	PA	15217	31402	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	19
HCE-20130625-4540	120882	1836  MAYDELL STREET 			PITTSBURGH	PA	15216	32023	West Nile	SINGLE FAMILY	1	NON EMERGENCY	86
HCE-20130801-5162	121235	406  BROADWAY STREET 			MCKEES ROCKS	PA	15136	55739	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	73
HCE-20130422-3364	121237	9914  GRANDVIEW AVENUE 			PENN HILLS	PA	15235	55651	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	19
HCE-20130820-5512	121240	238 E CHERRYHILL STREET 			PITTSBURGH	PA	15210	32902	Community Environment	MULTI FAMILY	1	NON EMERGENCY	18
HCE-20130715-4903	121242	2301  BROWNSVILLE ROAD 			PITTSBURGH	PA	15210	32902	Community Environment	MULTI FAMILY	1	NON EMERGENCY	18
HCE-20130916-6425	121243	1343  STATE AVENUE 		APT B	CORAOPOLIS	PA	15108	54507	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	41
HCE-20130708-4813	121244	240  NOBLES LANE 			PITTSBURGH	PA	15210		Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130815-5362	121254	2122  ELSIE STREET 			PITTSBURGH	PA	15210	31603	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20130606-4268	121255	8307  ST. LAWRENCE AVENUE 			SWISSVALE	PA	15208		Complaint Housing	MULTI FAMILY	1	NON EMERGENCY	18
HCE-20130529-4174	121256	1908  MONONGAHELA AVENUE 			SWISSVALE	PA	15218	55153	Community Environment	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130529-4158	121258	7425  PARK AVENUE 			SWISSVALE	PA	15218	55153	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130816-5453	121261	1022  CLIFF STREET 			NORTH BRADDOCK	PA	15104	55128	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130816-5452	121263	1018  CLIFF STREET 			NORTH BRADDOCK	PA	15104	55128	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130822-5464	121264	2201  HAWTHORNE AVENUE 			SWISSVALE	PA	15218	55151	Community Environment	MULTI FAMILY	19	NON EMERGENCY	18
HCE-20130618-4496	121266	566  DAWSON AVENUE 		APT 106	BELLEVUE	PA	15202	54315	Community Environment	MULTI FAMILY	39	NON EMERGENCY	2
HCE-20130812-5302	121267	228  HICKORY STREET 			MCKEES ROCKS	PA	15136	55739	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	73
HCE-20130814-5397	121268	2414  PATTERSON STREET 			PITTSBURGH	PA	15203	31608	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20130625-4572	121269	226  HICKORY STREET 			MCKEES ROCKS	PA	15136	55739	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	73
HCE-20131227-7248	119715	1214  YETTA AVENUE 			PITTSBURGH	PA	15212	32411	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	83
HCE-20140205-2753	119716	1332  JUNIATA STREET 		APT 4	PITTSBURGH	PA	15233	32107	Complaint Housing	MULTI FAMILY	3	NO HEAT	83
HCE-20130422-3362	119717	909  KIRKPATRICK AVENUE 			NORTH BRADDOCK	PA	15104	55128	Community Environment	MULTI FAMILY	1	NON EMERGENCY	18
HCE-20140122-2644	119722	148  PARKFIELD STREET 		1ST FLOOR	PITTSBURGH	PA	15210	32901	Complaint Housing	MULTI FAMILY	2	NO HEAT	18
HCE-20140121-2621	119724	620  SIXTH STREET 		APT 606	NORTH BRADDOCK	PA	15104	55128	Complaint Housing	MULTI FAMILY	3	NO HEAT	18
HCE-20131126-7062	119727	2816  CALIFORNIA AVENUE 			PITTSBURGH	PA	15212	32715	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20140225-2910	119729	709  LOGAN STREET 		2ND FLR.	CARNEGIE	PA	15106	54688	Complaint Housing	MULTI FAMILY	2	NO HEAT	73
HCE-20140115-2587	119731	426  ROSS AVENUE 		APT 1	WILKINSBURG	PA	15221	55604	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	1
HCE-20130607-4273	119732	230  NOBLES LANE 			PITTSBURGH	PA	15210	32901	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130730-5104	119733	1310  LIVERPOOL STREET 			PITTSBURGH	PA	15233	32107	Community Environment	VACANT PROPERTY	1	NON EMERGENCY	15
HCE-20131104-6874	119734	4321  VISTAVIEW STREET 		1ST FLOOR	WEST MIFFLIN	PA	15122	54882	Complaint Housing	SINGLE FAMILY	1	NO WATER	15
HCE-20140106-2533	119740	2608  BROWNSVILLE ROAD 			PITTSBURGH	PA	15227	32904	Community Environment	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20131030-6859	119741	326  HAYS AVENUE 		APT 307	MOUNT OLIVER	PA	15210	54810	Complaint Housing	MULTI FAMILY	3	NO HEAT	18
HCE-20131029-6851	119742	326  HAYS AVENUE 		APT. 204	MOUNT OLIVER	PA	15210	54810	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130730-5110	119744	101  MT LEBANON BOULEVARD 		APT#2	MOUNT LEBANON	PA	15228	55633	Complaint Housing	MULTI FAMILY	20	NON EMERGENCY	46
HCE-20131220-7231	119746	500  PARK AVENUE 			ELIZABETH TOWNSHIP	PA	15037	54964	Complaint Housing	SINGLE FAMILY	1	SEWAGE	62
HCE-20130910-6329	120328	178 W PROSPECT AVENUE 		APT#9	INGRAM	PA	15205	54643	Complaint Housing	MULTI FAMILY	5	NON EMERGENCY	73
HCE-20130628-4662	120329	6104  SOLTIS DRIVE 			CLAIRTON	PA	15025	54929	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130820-5421	120330	131 1/2 S FIFTH STREET 			DUQUESNE	PA	15110	54868	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130822-5456	120331	7345  BENNETT STREET 		APT #1	PITTSBURGH	PA	15208	31303	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	88
HCE-20130808-5275	120332	1718  PIONEER AVENUE 			PITTSBURGH	PA	15226	31917	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130801-5180	120334	23  WHITE AVENUE 			CRAFTON	PA	15205	54656	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	73
HCE-20131007-6627	120337	219  EIGHTEENTH STREET 			SHARPSBURG	PA	15215	54240	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	19
HCE-20130510-3536	120340	6626  BRAINARD STREET 			PITTSBURGH	PA	15206	31203	Complaint Housing	SINGLE FAMILY	1	NO WATER	88
HCE-20131101-6914	120345	716  THORN STREET 			CORAOPOLIS	PA	15108	54508	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130715-4931	120346	3201  NIAGARA SQUARE 			PITTSBURGH	PA	15213	30409	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	18
HCE-20130822-5471	120351	341  GROSS STREET 		APT. L-1	PITTSBURGH	PA	15224	30809	Complaint Housing	MULTI FAMILY	19	SEWAGE	18
HCE-20130712-4864	120352	551  CHAUTAUQUA STREET 		APT#2	PITTSBURGH	PA	15214	32614	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	3
HCE-20130812-5410	120355	1322  COMPLETE STREET 			PITTSBURGH	PA	15212	32715	West Nile	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20130827-5805	120357	1319  WOODS RUN AVENUE 			PITTSBURGH	PA	15212	32715	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20121025-7383	120885	5404  KEEPORT DRIVE 		APT 6	BALDWIN	PA	15236	54805	Complaint Housing	MULTI FAMILY	40	NON EMERGENCY	46
HCE-20121023-7363	120886	5256  KEEPORT DRIVE 			BALDWIN	PA	15236	54805	Complaint Housing	MULTI FAMILY	40	NON EMERGENCY	46
HCE-20130417-3321	120887	5365  KEEPORT DRIVE 			BALDWIN	PA	15236	54805	Complaint Housing	MULTI FAMILY	7	NON EMERGENCY	46
HCE-20130402-3163	120888	5334  KEEPORT DRIVE 		APT 24	BALDWIN	PA	15236	54805	Complaint Housing	MULTI FAMILY	99	NO HEAT	46
HCE-20121119-7624	120889	5361  YOUNGRIDGE DRIVE 		APT#3	BALDWIN	PA	15236	54805	Complaint Housing	MULTI FAMILY	6	NON EMERGENCY	46
HCE-20130722-5005	120890	DUMPSTERS  ALONG KEEPORT DRIVE 			BALDWIN	PA	15236	54901	Community Environment	MULTI FAMILY	99	NON EMERGENCY	46
HCE-20130722-5016	120891	DUMPSTERS  ALONG YOUNGRIDGE DR  			BALDWIN	PA	15236		Community Environment	MULTI FAMILY	99	NON EMERGENCY	46
HCE-20130722-5024	120892	DUMPSTERS  ALONG WOLFE DRIVE 			BALDWIN	PA	15236		Community Environment	MULTI FAMILY	9	NON EMERGENCY	46
HCE-20130722-5026	120893	DUMPSTERS  ALONG KNOEDLER DRIVE 			BALDWIN	PA	15236		Community Environment	SINGLE FAMILY	9	NON EMERGENCY	46
HCE-20130722-5028	120894	DUMPSTERS  ALONG MASSACAR DRIVE 			BALDWIN	PA	15236		Community Environment	SINGLE FAMILY	99	NON EMERGENCY	46
HCE-20130617-4436	120896	3167  KELVIN STREET 	A K A 3197 CHARTIERS AVE	APT 3 A	PITTSBURGH	PA	15204	32022	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	83
HCE-20130709-4826	120897	1012  FAIRFIELD STREET 			PITTSBURGH	PA	15201	31018	West Nile	SINGLE FAMILY	1	NON EMERGENCY	86
HCE-20130502-3453	120898	1110  OSWIN STREET 			PITTSBURGH	PA	15220	32024	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	83
HCE-20130114-2526	120899	2728  GLENMAWR AVENUE 			PITTSBURGH	PA	15204	32018	Complaint Housing	SINGLE FAMILY	1	SEWAGE	83
HCE-20130613-4392	120900	111  FURLEY STREET 			PITTSBURGH	PA	15220	32020	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	83
HCE-20130626-4644	120902	542  GRANDVIEW AVENUE 			EAST PITTSBURGH	PA	15112	55100	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20130603-4222	120905	2221  HAWTHORNE AVENUE 		APT. 2	SWISSVALE	PA	15218	55151	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	18
HCE-20130514-3568	120907	7818  ST LAWRENCE AVENUE 			SWISSVALE	PA	15218	55152	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130418-3330	120908	911  PARK STREET 			MC KEESPORT	PA	15132	55509	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	4
HCE-20130620-4497	120918	709  MIDDLE STREET 			NORTH BRADDOCK	PA	15104	55128	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130730-5111	120920	1133  THIRTEENTH STREET 			STOWE TOWNSHIP	PA	15136	54626	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130701-4711	120923	1129  JONES AVENUE 			NORTH BRADDOCK	PA	15104	55128	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130805-5223	121359	3050  SANLIN DRIVE 			MOON TOWNSHIP	PA	15108	54515	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130823-5484	121360	850  FIFTH AVENUE 			CORAOPOLIS	PA	15108	54508	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130618-4492	121361	5147  KEYSTONE STREET 			PITTSBURGH	PA	15201	31011	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	15
HCE-20130618-4490	121362	5151  KEYSTONE STREET 			PITTSBURGH	PA	15201	31011	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	15
HCE-20130618-4489	121363	5149  KEYSTONE STREET 			PITTSBURGH	PA	15201	31011	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	15
HCE-20130611-4374	121364	601 N NEGLEY AVENUE 			PITTSBURGH	PA	15206	31113	Community Environment	MULTI FAMILY	39	NON EMERGENCY	15
HCE-20130709-4836	121365	565  THIRD STREET 			PITCAIRN	PA	15140	55220	Complaint Housing	MULTI FAMILY	1	NON EMERGENCY	15
HCE-20130620-4467	121367	1424  COLUMBUS AVENUE 			PITTSBURGH	PA	15233	32107	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	15
HCE-20130624-4554	121369	5713  SMITHFIELD STREET 			MCKEESPORT	PA	15135		Community Environment	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130910-6333	121370	1431  FRANKLIN AVENUE 			WILKINSBURG	PA	15221	55615	Complaint Housing	SINGLE FAMILY	1	NO WATER	1
HCE-20130705-4781	121371	743  SOUTHERN AVENUE 			PENN HILLS	PA	15235	55651	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	19
HCE-20130710-4833	121372	1936  LAKETON ROAD 			WILKINSBURG	PA	15221	55614	Complaint Housing	SINGLE FAMILY	1	SEWAGE	1
HCE-20130829-6024	121373	3314  RUTHVEN STREET 			PITTSBURGH	PA	15219	30605	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130715-4937	121374	2534  ALLEQUIPPA STREET 			PITTSBURGH	PA	15213	30411	Community Environment	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130715-4938	121375	2538  ALLEQUIPPA STREET 			PITTSBURGH	PA	15213	30411	Community Environment	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130903-6229	121376	1647  FALLOWFIELD AVENUE 			PITTSBURGH	PA	15216	31920	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130903-6236	121377	176  PLYMOUTH STREET 			PITTSBURGH	PA	15211	31911	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130918-6468	121378	343  MCKEE PLACE 		APT. 7	PITTSBURGH	PA	15213	30405	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130822-5471	121379	341  GROSS STREET 		APT. L-1	PITTSBURGH	PA	15224	30809	Complaint Housing	MULTI FAMILY	19	SEWAGE	18
HCE-20130925-6539	121380	1420  BEECHVIEW AVENUE 			PITTSBURGH	PA	15216	31916	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130627-4642	121381	5834  MAEBURN ROAD 			PITTSBURGH	PA	15217	31414	Community Environment	MULTI FAMILY	2	NO WATER	19
HCE-20130809-5316	121383	1909  WHITAKER WAY 			MUNHALL	PA	15120	54843	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	11
HCE-20130802-5194	121384	1208  SAVEY STREET 			DUQUESNE	PA	15110	54869	Complaint Housing	SINGLE FAMILY	1	SEWAGE	62
HCE-20130726-5067	121388	500  CARRIAGE CIRCLE 			PENNSBURY VILLAGE	PA	15205	54596	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	41
HCE-20130731-5163	121389	7923  TIOGA STREET 			PITTSBURGH	PA	15208	31304	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20130605-4244	121390	535  LEWIS RUN ROAD 		1104	JEFFERSON HILLS	PA	15025		Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130801-5164	121391	7405  MT VERNON STREET 			PITTSBURGH	PA	15208	31301	Community Environment	VACANT PROPERTY	1	NON EMERGENCY	88
HCE-20130624-4528	121393	8983  RINGEISEN ROAD 			MC CANDLESS	PA	15101	54135	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	3
HCE-20130207-2747	121394	6731  FRANKSTOWN AVENUE 			PITTSBURGH	PA	15208	31207	Community Environment	MULTI FAMILY	2	NON EMERGENCY	88
HCE-20130516-3580	121395	288  FORTYSIXTH STREET 			PITTSBURGH	PA	15201	30902	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	3
HCE-20130705-4808	121398	1717  MCNARY BOULEVARD 	A/ K/ A 1713 MCNARY BOULEVARD		WILKINSBURG	PA	15221	55614	Complaint Housing	MULTI FAMILY	19	NON EMERGENCY	1
HCE-20140107-1041	119747	310  ROUP AVENUE 	1ST FLOOR REAR		PITTSBURGH	PA	15232	30807	Complaint Housing	MULTI FAMILY	2	NO HEAT	18
HCE-20140102-1003	119748	101  THIRD STREET 			DRAVOSBURG	PA	15034	54870	Community Environment	MULTI FAMILY	2	NON EMERGENCY	62
HCE-20140103-1014	119749	253  BURROWS STREET 		APT C	PITTSBURGH	PA	15213	30411	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	18
HCE-20140129-2706	119750	2704  LINCOLN AVENUE 			CLAIRTON	PA	15025	54929	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20131125-7038	119751	3940  WILLOW AVENUE 			CASTLE SHANNON	PA	15234	54761	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	46
HCE-20140128-2702	119752	253  BURROWS STREET 		APT F	PITTSBURGH	PA	15213	30411	Complaint Housing	MULTI FAMILY	3	NO HEAT	18
HCE-20140205-2764	119753	259  BURROWS STREET 		APT 259-F	PITTSBURGH	PA	15213	30411	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20130913-6432	119754	416  MC KEE STREET 		APT. 1	PITTSBURGH	PA	15213	30406	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	18
HCE-20140211-2798	119755	325 N CRAIG STREET 		APT. 104	PITTSBURGH	PA	15213	30507	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	4
HCE-20140203-2749	119756	46  PEARL DRIVE 		APT 63	BRENTWOOD	PA	15227	54781	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	46
HCE-20140127-2677	119757	822 1/2  CLARISSA STREET 			PITTSBURGH	PA	15219	30506	Complaint Housing	SINGLE FAMILY	1	NO WATER	4
HCE-20140129-2712	119758	364 S ATLANTIC AVENUE 		APT B	PITTSBURGH	PA	15224	30806	Complaint Housing	MULTI FAMILY	3	NO HEAT	18
HCE-20140218-2847	119761	2018  STRAUBS LANE 			PITTSBURGH	PA	15212	32406	Complaint Housing	SINGLE FAMILY	1	NO WATER	83
HCE-20131025-6813	119764	914  BERRY STREET 			PITTSBURGH	PA	15204	32022	Complaint Housing	SINGLE FAMILY	1	NO HEAT	83
HCE-20131221-7232	119766	3830  EAST STREET 			PITTSBURGH	PA	15214	32602	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	3
HCE-20131007-6639	119767	624 N NEGLEY AVENUE 		( REAR )	PITTSBURGH	PA	15206	31113	Complaint Housing	MULTI FAMILY	4	NON EMERGENCY	15
HCE-20140109-2521	119768	314  STRATFORD AVENUE 		#4	PITTSBURGH	PA	15232	30807	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	18
HCE-20131231-7259	119770	730  CALIFORNIA AVENUE 		APT# 2	AVALON	PA	15202	54324	Complaint Housing	MULTI FAMILY	3	NON EMERGENCY	83
HCE-20130806-5233	119772	403  HI-TOR DRIVE 			PLEASANT HILLS	PA	15236	54892	West Nile	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20130827-5522	119773	244  BROADWAY DRIVE 			PLEASANT HILLS	PA	15236	54892	Community Environment	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20131219-7207	119775	6436  DEAN STREET 			PITTSBURGH	PA	15206	31203	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	88
HCE-20131209-7131	119776	447  ROSEDALE STREET 	AKA  7817 MADIERA STREET		PITTSBURGH	PA	15221	31304	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	88
HCE-20130813-5346	119783	218  FIFTH STREET 		APT#1	DRAVOSBURG	PA	15034	54870	Complaint Housing	MULTI FAMILY	2	NON EMERGENCY	62
HCE-20140108-2512	119784	813  SCHOOL STREET 			CLAIRTON	PA	15025	54928	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	62
HCE-20131218-7198	119785	541  FRANKLIN STREET 			EAST PITTSBURGH	PA	15112	55100	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	5
HCE-20140121-2620	119787	235  MILLER STREET 			TURTLE CREEK	PA	15145	55094	Complaint Housing	SINGLE FAMILY	1	NO WATER	5
HCE-20131021-6750	119788	502  GIFFIN AVENUE 			MOUNT OLIVER	PA	15210	54810	Complaint Housing	SINGLE FAMILY	1	NON EMERGENCY	18
HCE-20130529-4173	120361	1906  MONONGAHELA AVENUE 			SWISSVALE	PA	15218	55153	Community Environment	MULTI FAMILY	2	NON EMERGENCY	18
